Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Sat Apr 3 2021,8:00p,New York Knicks,125,Detroit Pistons,81,Box Score,,750,2:05,Little Caesars Arena,
Sat Apr 3 2021,8:00p,Cleveland Cavaliers,101,Miami Heat,115,Box Score,,0,2:08,AmericanAirlines Arena,
Sat Apr 3 2021,8:00p,Minnesota Timberwolves,113,Philadelphia 76ers,122,Box Score,,3071,2:26,Wells Fargo Center,
Sat Apr 3 2021,9:00p,Indiana Pacers,139,San Antonio Spurs,133,Box Score,OT,3276,2:27,AT&T Center,
Sat Apr 3 2021,9:00p,Orlando Magic,91,Utah Jazz,137,Box Score,,5546,2:06,Vivint Smart Home Arena,
Sat Apr 3 2021,10:00p,Oklahoma City Thunder,85,Portland Trail Blazers,133,Box Score,,0,2:00,Moda Center,
Sat Apr 3 2021,10:00p,Milwaukee Bucks,129,Sacramento Kings,128,Box Score,,0,2:10,Golden 1 Center,
Sun Apr 4 2021,2:00p,Brooklyn Nets,107,Chicago Bulls,115,Box Score,,0,2:02,United Center,
Sun Apr 4 2021,3:30p,Los Angeles Lakers,86,Los Angeles Clippers,104,Box Score,,0,2:16,STAPLES Center,
Sun Apr 4 2021,6:00p,Charlotte Hornets,86,Boston Celtics,116,Box Score,,0,2:03,TD Garden,
Sun Apr 4 2021,7:00p,Memphis Grizzlies,116,Philadelphia 76ers,100,Box Score,,4094,2:10,Wells Fargo Center,
Sun Apr 4 2021,7:30p,Golden State Warriors,111,Atlanta Hawks,117,Box Score,,2937,2:27,State Farm Arena,
Sun Apr 4 2021,8:00p,New Orleans Pelicans,122,Houston Rockets,115,Box Score,,3268,2:18,Toyota Center,
Sun Apr 4 2021,10:00p,Orlando Magic,109,Denver Nuggets,119,Box Score,,3927,2:14,Ball Arena,
Mon Apr 5 2021,7:00p,New York Knicks,112,Brooklyn Nets,114,Box Score,,1773,2:15,Barclays Center,
Mon Apr 5 2021,7:00p,Utah Jazz,103,Dallas Mavericks,111,Box Score,,4261,2:04,American Airlines Center,
Mon Apr 5 2021,7:00p,Sacramento Kings,106,Minnesota Timberwolves,116,Box Score,,1436,2:14,Target Center,
Mon Apr 5 2021,7:00p,Detroit Pistons,132,Oklahoma City Thunder,108,Box Score,,0,2:10,Chesapeake Energy Arena,
Mon Apr 5 2021,7:00p,Cleveland Cavaliers,125,San Antonio Spurs,101,Box Score,,2482,2:07,AT&T Center,
Mon Apr 5 2021,7:00p,Washington Wizards,101,Toronto Raptors,103,Box Score,,1620,2:06,Amalie Arena,
Mon Apr 5 2021,8:00p,Phoenix Suns,133,Houston Rockets,130,Box Score,,3093,2:21,Toyota Center,
Tue Apr 6 2021,7:00p,Chicago Bulls,113,Indiana Pacers,97,Box Score,,0,2:04,Bankers Life Fieldhouse,
Tue Apr 6 2021,7:30p,New Orleans Pelicans,107,Atlanta Hawks,123,Box Score,,2816,2:03,State Farm Arena,
Tue Apr 6 2021,7:30p,Philadelphia 76ers,106,Boston Celtics,96,Box Score,,2298,2:20,TD Garden,
Tue Apr 6 2021,7:30p,Los Angeles Lakers,110,Toronto Raptors,101,Box Score,,0,2:27,Amalie Arena,
Tue Apr 6 2021,8:00p,Memphis Grizzlies,124,Miami Heat,112,Box Score,,0,2:07,AmericanAirlines Arena,
Tue Apr 6 2021,9:00p,Detroit Pistons,119,Denver Nuggets,134,Box Score,,3556,2:01,Ball Arena,
Tue Apr 6 2021,10:00p,Milwaukee Bucks,121,Golden State Warriors,122,Box Score,,0,2:20,Chase Center,
Tue Apr 6 2021,10:00p,Portland Trail Blazers,116,Los Angeles Clippers,133,Box Score,,0,2:17,STAPLES Center,
Wed Apr 7 2021,7:00p,Minnesota Timberwolves,137,Indiana Pacers,141,Box Score,,0,2:20,Bankers Life Fieldhouse,
Wed Apr 7 2021,7:00p,Washington Wizards,131,Orlando Magic,116,Box Score,,3991,2:10,Amway Center,
Wed Apr 7 2021,7:30p,New York Knicks,99,Boston Celtics,101,Box Score,,2298,2:20,TD Garden,
Wed Apr 7 2021,7:30p,New Orleans Pelicans,111,Brooklyn Nets,139,Box Score,,1773,2:22,Barclays Center,
Wed Apr 7 2021,8:00p,Memphis Grizzlies,131,Atlanta Hawks,113,Box Score,,2774,2:02,State Farm Arena,
Wed Apr 7 2021,8:00p,Dallas Mavericks,93,Houston Rockets,102,Box Score,,3399,2:04,Toyota Center,
Wed Apr 7 2021,8:00p,Charlotte Hornets,113,Oklahoma City Thunder,102,Box Score,,0,1:59,Chesapeake Energy Arena,
Wed Apr 7 2021,9:00p,San Antonio Spurs,96,Denver Nuggets,106,Box Score,,3715,2:06,Ball Arena,
Wed Apr 7 2021,10:00p,Utah Jazz,113,Phoenix Suns,117,Box Score,OT,5110,2:30,Phoenix Suns Arena,
Thu Apr 8 2021,7:30p,Los Angeles Lakers,104,Miami Heat,110,Box Score,,0,2:39,AmericanAirlines Arena,
Thu Apr 8 2021,7:30p,Chicago Bulls,122,Toronto Raptors,113,Box Score,,0,2:07,Amalie Arena,
Thu Apr 8 2021,8:00p,Cleveland Cavaliers,129,Oklahoma City Thunder,102,Box Score,,0,2:00,Chesapeake Energy Arena,
Thu Apr 8 2021,9:00p,Milwaukee Bucks,101,Dallas Mavericks,116,Box Score,,4190,2:10,American Airlines Center,
Thu Apr 8 2021,10:00p,Phoenix Suns,103,Los Angeles Clippers,113,Box Score,,0,2:24,STAPLES Center,
Thu Apr 8 2021,10:00p,Detroit Pistons,113,Sacramento Kings,101,Box Score,,0,2:15,Golden 1 Center,
Thu Apr 8 2021,10:00p,Portland Trail Blazers,103,Utah Jazz,122,Box Score,,5546,2:15,Vivint Smart Home Arena,
Fri Apr 9 2021,7:00p,Indiana Pacers,111,Orlando Magic,106,Box Score,,3777,2:19,Amway Center,
Fri Apr 9 2021,7:30p,Minnesota Timberwolves,136,Boston Celtics,145,Box Score,OT,2298,2:38,TD Garden,
Fri Apr 9 2021,7:30p,Memphis Grizzlies,129,New York Knicks,133,Box Score,OT,1912,2:41,Madison Square Garden (IV),
Fri Apr 9 2021,8:00p,Chicago Bulls,108,Atlanta Hawks,120,Box Score,,996,2:03,State Farm Arena,
Fri Apr 9 2021,8:00p,Philadelphia 76ers,94,New Orleans Pelicans,101,Box Score,,3700,2:20,Smoothie King Center,
Fri Apr 9 2021,9:00p,San Antonio Spurs,119,Denver Nuggets,121,Box Score,,3750,2:15,Ball Arena,
Fri Apr 9 2021,9:00p,Charlotte Hornets,127,Milwaukee Bucks,119,Box Score,,3280,2:08,Fiserv Forum,
Fri Apr 9 2021,10:00p,Washington Wizards,110,Golden State Warriors,107,Box Score,,0,2:10,Chase Center,
Fri Apr 9 2021,10:00p,Houston Rockets,109,Los Angeles Clippers,126,Box Score,,0,2:10,STAPLES Center,
Sat Apr 10 2021,7:30p,Toronto Raptors,135,Cleveland Cavaliers,115,Box Score,,4148,2:04,Rocket Mortgage Fieldhouse,
Sat Apr 10 2021,8:30p,Los Angeles Lakers,126,Brooklyn Nets,101,Box Score,,1773,2:18,Barclays Center,
Sat Apr 10 2021,9:00p,Philadelphia 76ers,117,Oklahoma City Thunder,93,Box Score,,0,2:03,Chesapeake Energy Arena,
Sat Apr 10 2021,9:00p,Sacramento Kings,112,Utah Jazz,128,Box Score,,5546,2:20,Vivint Smart Home Arena,
Sat Apr 10 2021,10:00p,Houston Rockets,109,Golden State Warriors,125,Box Score,,0,2:05,Chase Center,
Sat Apr 10 2021,10:00p,Washington Wizards,106,Phoenix Suns,134,Box Score,,5028,2:00,Phoenix Suns Arena,
Sat Apr 10 2021,10:00p,Detroit Pistons,103,Portland Trail Blazers,118,Box Score,,0,2:12,Moda Center,
Sun Apr 11 2021,1:00p,Atlanta Hawks,105,Charlotte Hornets,101,Box Score,,4148,2:11,Spectrum Center,
Sun Apr 11 2021,3:00p,Boston Celtics,105,Denver Nuggets,87,Box Score,,4032,2:12,Ball Arena,
Sun Apr 11 2021,7:00p,New Orleans Pelicans,116,Cleveland Cavaliers,109,Box Score,,4148,2:11,Rocket Mortgage Fieldhouse,
Sun Apr 11 2021,7:00p,Milwaukee Bucks,124,Orlando Magic,87,Box Score,,3316,1:57,Amway Center,
Sun Apr 11 2021,8:00p,San Antonio Spurs,119,Dallas Mavericks,117,Box Score,,4054,2:15,American Airlines Center,
Sun Apr 11 2021,8:00p,Indiana Pacers,132,Memphis Grizzlies,125,Box Score,,2341,2:05,FedEx Forum,
Sun Apr 11 2021,8:00p,Chicago Bulls,117,Minnesota Timberwolves,121,Box Score,,1436,2:17,Target Center,
Sun Apr 11 2021,8:00p,Toronto Raptors,96,New York Knicks,102,Box Score,,1833,2:38,Madison Square Garden (IV),
Sun Apr 11 2021,10:00p,Detroit Pistons,124,Los Angeles Clippers,131,Box Score,,0,2:19,STAPLES Center,
Sun Apr 11 2021,10:00p,Miami Heat,107,Portland Trail Blazers,98,Box Score,,0,2:05,Moda Center,
Mon Apr 12 2021,7:30p,Philadelphia 76ers,113,Dallas Mavericks,95,Box Score,,4016,2:18,American Airlines Center,
Mon Apr 12 2021,7:30p,Los Angeles Lakers,96,New York Knicks,111,Box Score,,1981,2:19,Madison Square Garden (IV),
Mon Apr 12 2021,8:00p,San Antonio Spurs,120,Orlando Magic,97,Box Score,,3107,2:10,Amway Center,
Mon Apr 12 2021,9:00p,Chicago Bulls,90,Memphis Grizzlies,101,Box Score,,2194,2:07,FedEx Forum,
Mon Apr 12 2021,9:00p,Sacramento Kings,110,New Orleans Pelicans,117,Box Score,,3700,2:25,Smoothie King Center,
Mon Apr 12 2021,9:00p,Washington Wizards,125,Utah Jazz,121,Box Score,,5546,2:28,Vivint Smart Home Arena,
Mon Apr 12 2021,10:00p,Denver Nuggets,107,Golden State Warriors,116,Box Score,,0,2:31,Chase Center,
Mon Apr 12 2021,10:00p,Houston Rockets,120,Phoenix Suns,126,Box Score,,4145,2:03,Phoenix Suns Arena,
Tue Apr 13 2021,4:00p,Brooklyn Nets,127,Minnesota Timberwolves,97,Box Score,,0,2:06,Target Center,
Tue Apr 13 2021,7:30p,Los Angeles Clippers,126,Indiana Pacers,115,Box Score,,0,2:14,Bankers Life Fieldhouse,
Tue Apr 13 2021,7:30p,Atlanta Hawks,108,Toronto Raptors,103,Box Score,,1427,2:06,Amalie Arena,
Tue Apr 13 2021,8:00p,Los Angeles Lakers,101,Charlotte Hornets,93,Box Score,,3676,2:12,Spectrum Center,
Tue Apr 13 2021,9:00p,Oklahoma City Thunder,96,Utah Jazz,106,Box Score,,5546,2:12,Vivint Smart Home Arena,
Tue Apr 13 2021,10:00p,Miami Heat,86,Phoenix Suns,106,Box Score,,5024,2:05,Phoenix Suns Arena,
Tue Apr 13 2021,10:00p,Boston Celtics,116,Portland Trail Blazers,115,Box Score,,0,2:23,Moda Center,
Wed Apr 14 2021,4:30p,Milwaukee Bucks,130,Minnesota Timberwolves,105,Box Score,,0,2:08,Target Center,
Wed Apr 14 2021,7:00p,Cleveland Cavaliers,103,Charlotte Hornets,90,Box Score,,2955,2:06,Spectrum Center,
Wed Apr 14 2021,7:00p,Brooklyn Nets,117,Philadelphia 76ers,123,Box Score,,4094,2:16,Wells Fargo Center,
Wed Apr 14 2021,7:30p,San Antonio Spurs,112,Toronto Raptors,117,Box Score,,1184,2:14,Amalie Arena,
Wed Apr 14 2021,8:00p,Orlando Magic,115,Chicago Bulls,106,Box Score,,0,2:07,United Center,
Wed Apr 14 2021,8:00p,Los Angeles Clippers,100,Detroit Pistons,98,Box Score,,750,2:19,Little Caesars Arena,
Wed Apr 14 2021,8:00p,New York Knicks,116,New Orleans Pelicans,106,Box Score,,3700,2:02,Smoothie King Center,
Wed Apr 14 2021,9:00p,Indiana Pacers,132,Houston Rockets,124,Box Score,,3293,2:08,Toyota Center,
Wed Apr 14 2021,9:00p,Golden State Warriors,147,Oklahoma City Thunder,109,Box Score,,0,2:06,Chesapeake Energy Arena,
Wed Apr 14 2021,9:30p,Dallas Mavericks,114,Memphis Grizzlies,113,Box Score,,2141,2:14,FedEx Forum,
Wed Apr 14 2021,10:00p,Miami Heat,106,Denver Nuggets,123,Box Score,,4017,2:00,Ball Arena,
Wed Apr 14 2021,10:00p,Washington Wizards,123,Sacramento Kings,111,Box Score,,0,2:11,Golden 1 Center,
Thu Apr 15 2021,7:30p,Milwaukee Bucks,120,Atlanta Hawks,109,Box Score,,0,2:12,State Farm Arena,
Thu Apr 15 2021,8:00p,Golden State Warriors,119,Cleveland Cavaliers,101,Box Score,,4148,2:14,Rocket Mortgage Fieldhouse,
Thu Apr 15 2021,10:00p,Boston Celtics,121,Los Angeles Lakers,113,Box Score,,1915,2:12,STAPLES Center,
Thu Apr 15 2021,10:00p,Sacramento Kings,114,Phoenix Suns,122,Box Score,,4568,2:07,Phoenix Suns Arena,
Fri Apr 16 2021,3:00p,Indiana Pacers,111,Utah Jazz,119,Box Score,,5546,2:15,Vivint Smart Home Arena,
Fri Apr 16 2021,7:00p,Oklahoma City Thunder,104,Detroit Pistons,110,Box Score,,750,2:29,Little Caesars Arena,
Fri Apr 16 2021,7:00p,Los Angeles Clippers,103,Philadelphia 76ers,106,Box Score,,4094,2:33,Wells Fargo Center,
Fri Apr 16 2021,7:00p,New Orleans Pelicans,115,Washington Wizards,117,Box Score,OT,0,2:35,Capital One Arena,
Fri Apr 16 2021,7:30p,Charlotte Hornets,115,Brooklyn Nets,130,Box Score,,1773,2:07,Barclays Center,
Fri Apr 16 2021,7:30p,Orlando Magic,102,Toronto Raptors,113,Box Score,,0,2:11,Amalie Arena,
Fri Apr 16 2021,8:00p,Memphis Grizzlies,126,Chicago Bulls,115,Box Score,,0,2:05,United Center,
Fri Apr 16 2021,8:00p,Denver Nuggets,128,Houston Rockets,99,Box Score,,3342,2:05,Toyota Center,
Fri Apr 16 2021,8:00p,Miami Heat,111,Minnesota Timberwolves,119,Box Score,,1638,2:16,Target Center,
Fri Apr 16 2021,8:30p,Portland Trail Blazers,107,San Antonio Spurs,106,Box Score,,4303,2:00,AT&T Center,
Fri Apr 16 2021,9:30p,New York Knicks,117,Dallas Mavericks,109,Box Score,,4246,2:25,American Airlines Center,
Sat Apr 17 2021,4:30p,Utah Jazz,115,Los Angeles Lakers,127,Box Score,OT,1710,2:35,STAPLES Center,
Sat Apr 17 2021,8:00p,Cleveland Cavaliers,96,Chicago Bulls,106,Box Score,,0,1:57,United Center,
Sat Apr 17 2021,8:00p,Detroit Pistons,100,Washington Wizards,121,Box Score,,0,2:08,Capital One Arena,
Sat Apr 17 2021,8:30p,Golden State Warriors,114,Boston Celtics,119,Box Score,,2298,2:24,TD Garden,
Sat Apr 17 2021,9:00p,Memphis Grizzlies,128,Milwaukee Bucks,115,Box Score,,3280,2:10,Fiserv Forum,
Sat Apr 17 2021,10:00p,San Antonio Spurs,111,Phoenix Suns,85,Box Score,,5078,2:01,Phoenix Suns Arena,
Sun Apr 18 2021,1:00p,Indiana Pacers,117,Atlanta Hawks,129,Box Score,,0,2:13,State Farm Arena,
Sun Apr 18 2021,1:00p,New Orleans Pelicans,112,New York Knicks,122,Box Score,OT,1981,2:45,Madison Square Garden (IV),
Sun Apr 18 2021,3:30p,Brooklyn Nets,107,Miami Heat,109,Box Score,,0,2:10,AmericanAirlines Arena,
Sun Apr 18 2021,7:00p,Portland Trail Blazers,101,Charlotte Hornets,109,Box Score,,3880,2:10,Spectrum Center,
Sun Apr 18 2021,7:00p,Houston Rockets,114,Orlando Magic,110,Box Score,,3772,2:19,Amway Center,
Sun Apr 18 2021,7:00p,Oklahoma City Thunder,106,Toronto Raptors,112,Box Score,,0,2:19,Amalie Arena,
Sun Apr 18 2021,7:30p,Sacramento Kings,121,Dallas Mavericks,107,Box Score,,4193,2:15,American Airlines Center,
Sun Apr 18 2021,10:00p,Minnesota Timberwolves,105,Los Angeles Clippers,124,Box Score,,1734,2:07,STAPLES Center,
Mon Apr 19 2021,7:00p,Cleveland Cavaliers,105,Detroit Pistons,109,Box Score,,750,2:25,Little Caesars Arena,
Mon Apr 19 2021,7:30p,Chicago Bulls,102,Boston Celtics,96,Box Score,,0,2:10,TD Garden,
Mon Apr 19 2021,7:30p,Golden State Warriors,107,Philadelphia 76ers,96,Box Score,,4094,2:26,Wells Fargo Center,
Mon Apr 19 2021,8:00p,San Antonio Spurs,109,Indiana Pacers,94,Box Score,,0,2:23,Bankers Life Fieldhouse,
Mon Apr 19 2021,8:00p,Houston Rockets,91,Miami Heat,113,Box Score,,0,1:58,AmericanAirlines Arena,
Mon Apr 19 2021,8:00p,Phoenix Suns,128,Milwaukee Bucks,127,Box Score,OT,3280,2:28,Fiserv Forum,
Mon Apr 19 2021,8:00p,Oklahoma City Thunder,107,Washington Wizards,119,Box Score,,0,2:13,Capital One Arena,
Mon Apr 19 2021,9:00p,Memphis Grizzlies,137,Denver Nuggets,139,Box Score,2OT,4005,2:47,Ball Arena,
Mon Apr 19 2021,10:00p,Utah Jazz,111,Los Angeles Lakers,97,Box Score,,1709,2:09,STAPLES Center,
Tue Apr 20 2021,7:30p,Orlando Magic,96,Atlanta Hawks,112,Box Score,,2219,2:07,State Farm Arena,
Tue Apr 20 2021,7:30p,Brooklyn Nets,134,New Orleans Pelicans,129,Box Score,,3700,2:26,Smoothie King Center,
Tue Apr 20 2021,7:30p,Charlotte Hornets,97,New York Knicks,109,Box Score,,1753,1:58,Madison Square Garden (IV),
Tue Apr 20 2021,10:00p,Los Angeles Clippers,113,Portland Trail Blazers,112,Box Score,,0,2:21,Moda Center,
Tue Apr 20 2021,10:00p,Minnesota Timberwolves,134,Sacramento Kings,120,Box Score,,0,2:08,Golden 1 Center,
Wed Apr 21 2021,7:00p,Chicago Bulls,105,Cleveland Cavaliers,121,Box Score,,0,2:05,Rocket Mortgage Fieldhouse,
Wed Apr 21 2021,7:00p,Oklahoma City Thunder,116,Indiana Pacers,122,Box Score,,0,2:08,Bankers Life Fieldhouse,
Wed Apr 21 2021,7:00p,Phoenix Suns,116,Philadelphia 76ers,113,Box Score,,4094,2:18,Wells Fargo Center,
Wed Apr 21 2021,7:00p,Brooklyn Nets,103,Toronto Raptors,114,Box Score,,0,2:04,Amalie Arena,
Wed Apr 21 2021,7:00p,Golden State Warriors,114,Washington Wizards,118,Box Score,,2133,2:22,Capital One Arena,
Wed Apr 21 2021,8:00p,Utah Jazz,112,Houston Rockets,89,Box Score,,3253,1:58,Toyota Center,
Wed Apr 21 2021,8:00p,Atlanta Hawks,127,New York Knicks,137,Box Score,OT,1981,2:31,Madison Square Garden (IV),
Wed Apr 21 2021,8:30p,Detroit Pistons,117,Dallas Mavericks,127,Box Score,,4043,2:18,American Airlines Center,
Wed Apr 21 2021,8:30p,Miami Heat,107,San Antonio Spurs,87,Box Score,,4229,2:08,AT&T Center,
Wed Apr 21 2021,10:00p,Memphis Grizzlies,105,Los Angeles Clippers,117,Box Score,,1782,2:14,STAPLES Center,
Wed Apr 21 2021,10:00p,Denver Nuggets,106,Portland Trail Blazers,105,Box Score,,0,2:03,Moda Center,
Wed Apr 21 2021,10:00p,Minnesota Timberwolves,125,Sacramento Kings,128,Box Score,,0,2:17,Golden 1 Center,
Thu Apr 22 2021,7:00p,Phoenix Suns,86,Boston Celtics,99,Box Score,,2298,2:06,TD Garden,
Thu Apr 22 2021,7:00p,Philadelphia 76ers,117,Milwaukee Bucks,124,Box Score,,3280,2:25,Fiserv Forum,
Thu Apr 22 2021,7:00p,New Orleans Pelicans,135,Orlando Magic,100,Box Score,,3411,2:05,Amway Center,
Thu Apr 22 2021,8:30p,Detroit Pistons,91,San Antonio Spurs,106,Box Score,,3334,2:13,AT&T Center,
Thu Apr 22 2021,9:00p,Charlotte Hornets,91,Chicago Bulls,108,Box Score,,0,2:01,United Center,
Thu Apr 22 2021,9:30p,Los Angeles Lakers,110,Dallas Mavericks,115,Box Score,,4443,2:32,American Airlines Center,
Fri Apr 23 2021,7:30p,Miami Heat,103,Atlanta Hawks,118,Box Score,,2985,2:09,State Farm Arena,
Fri Apr 23 2021,7:30p,Boston Celtics,104,Brooklyn Nets,109,Box Score,,1773,2:22,Barclays Center,
Fri Apr 23 2021,8:00p,Cleveland Cavaliers,102,Charlotte Hornets,108,Box Score,,4060,2:10,Spectrum Center,
Fri Apr 23 2021,8:00p,Los Angeles Clippers,109,Houston Rockets,104,Box Score,,3313,2:12,Toyota Center,
Fri Apr 23 2021,8:00p,Washington Wizards,129,Oklahoma City Thunder,109,Box Score,,0,2:10,Chesapeake Energy Arena,
Fri Apr 23 2021,10:00p,Denver Nuggets,97,Golden State Warriors,118,Box Score,,1935,2:14,Chase Center,
Fri Apr 23 2021,10:00p,Memphis Grizzlies,130,Portland Trail Blazers,128,Box Score,,0,2:14,Moda Center,
Sat Apr 24 2021,1:00p,Toronto Raptors,103,New York Knicks,120,Box Score,,1981,2:17,Madison Square Garden (IV),
Sat Apr 24 2021,3:30p,Philadelphia 76ers,94,Milwaukee Bucks,132,Box Score,,3280,2:25,Fiserv Forum,
Sat Apr 24 2021,7:00p,Detroit Pistons,109,Indiana Pacers,115,Box Score,,0,2:52,Bankers Life Fieldhouse,
Sat Apr 24 2021,8:00p,Chicago Bulls,101,Miami Heat,106,Box Score,,0,2:13,AmericanAirlines Arena,
Sat Apr 24 2021,8:00p,San Antonio Spurs,110,New Orleans Pelicans,108,Box Score,,3700,2:22,Smoothie King Center,
Sat Apr 24 2021,8:30p,Los Angeles Lakers,93,Dallas Mavericks,108,Box Score,,4561,2:25,American Airlines Center,
Sat Apr 24 2021,9:00p,Minnesota Timberwolves,101,Utah Jazz,96,Box Score,,0,2:18,Vivint Smart Home Arena,
Sat Apr 24 2021,10:00p,Houston Rockets,116,Denver Nuggets,129,Box Score,,4035,2:04,Ball Arena,
Sun Apr 25 2021,1:00p,Boston Celtics,104,Charlotte Hornets,125,Box Score,,4493,2:12,Spectrum Center,
Sun Apr 25 2021,3:30p,Phoenix Suns,119,Brooklyn Nets,128,Box Score,,1773,2:17,Barclays Center,
Sun Apr 25 2021,4:00p,Memphis Grizzlies,120,Portland Trail Blazers,113,Box Score,,0,2:20,Moda Center,
Sun Apr 25 2021,7:00p,Cleveland Cavaliers,110,Washington Wizards,119,Box Score,,2133,2:17,Capital One Arena,
Sun Apr 25 2021,7:30p,Milwaukee Bucks,104,Atlanta Hawks,111,Box Score,,3010,2:15,State Farm Arena,
Sun Apr 25 2021,8:00p,Indiana Pacers,131,Orlando Magic,112,Box Score,,3519,2:17,Amway Center,
Sun Apr 25 2021,10:00p,Sacramento Kings,113,Golden State Warriors,117,Box Score,,3252,2:12,Chase Center,
Mon Apr 26 2021,7:00p,Atlanta Hawks,86,Detroit Pistons,100,Box Score,,750,2:03,Little Caesars Arena,
Mon Apr 26 2021,7:00p,Los Angeles Lakers,114,Orlando Magic,103,Box Score,,4099,2:10,Amway Center,
Mon Apr 26 2021,7:00p,Oklahoma City Thunder,90,Philadelphia 76ers,121,Box Score,,4094,2:07,Wells Fargo Center,
Mon Apr 26 2021,7:00p,San Antonio Spurs,146,Washington Wizards,143,Box Score,OT,2133,2:33,Capital One Arena,
Mon Apr 26 2021,7:30p,Phoenix Suns,118,New York Knicks,110,Box Score,,1981,2:04,Madison Square Garden (IV),
Mon Apr 26 2021,7:30p,Cleveland Cavaliers,96,Toronto Raptors,112,Box Score,,1626,1:57,Amalie Arena,
Mon Apr 26 2021,8:00p,Chicago Bulls,110,Miami Heat,102,Box Score,,0,2:18,AmericanAirlines Arena,
Mon Apr 26 2021,8:00p,Utah Jazz,104,Minnesota Timberwolves,105,Box Score,,1638,2:19,Target Center,
Mon Apr 26 2021,8:00p,Los Angeles Clippers,103,New Orleans Pelicans,120,Box Score,,3700,2:12,Smoothie King Center,
Mon Apr 26 2021,9:00p,Memphis Grizzlies,96,Denver Nuggets,120,Box Score,,3823,2:12,Ball Arena,
Mon Apr 26 2021,10:00p,Dallas Mavericks,106,Sacramento Kings,113,Box Score,,0,2:12,Golden 1 Center,
Tue Apr 27 2021,7:00p,Oklahoma City Thunder,119,Boston Celtics,115,Box Score,,2298,2:26,TD Garden,
Tue Apr 27 2021,7:00p,Milwaukee Bucks,114,Charlotte Hornets,104,Box Score,,3240,2:12,Spectrum Center,
Tue Apr 27 2021,7:00p,Portland Trail Blazers,133,Indiana Pacers,112,Box Score,,0,2:08,Bankers Life Fieldhouse,
Tue Apr 27 2021,7:30p,Brooklyn Nets,116,Toronto Raptors,103,Box Score,,0,2:05,Amalie Arena,
Tue Apr 27 2021,9:00p,Minnesota Timberwolves,114,Houston Rockets,107,Box Score,,3225,2:19,Toyota Center,
Tue Apr 27 2021,9:30p,Dallas Mavericks,133,Golden State Warriors,103,Box Score,,3613,2:15,Chase Center,
Wed Apr 28 2021,7:00p,Orlando Magic,109,Cleveland Cavaliers,104,Box Score,,4148,2:07,Rocket Mortgage Fieldhouse,
Wed Apr 28 2021,7:00p,Atlanta Hawks,83,Philadelphia 76ers,127,Box Score,,4094,2:10,Wells Fargo Center,
Wed Apr 28 2021,7:30p,Charlotte Hornets,111,Boston Celtics,120,Box Score,,2298,2:15,TD Garden,
Wed Apr 28 2021,7:30p,Chicago Bulls,94,New York Knicks,113,Box Score,,1981,2:04,Madison Square Garden (IV),
